,ArticleId,Text,Clean_Text
49,1764,mourinho to escape fa charge chelsea boss jose mourinho will not face any football association action over the comments he made after their carling cup tie with manchester united.  mourinho intimated that united boss sir alex ferguson influenced referee neale barry after the duo walked down the tunnel together at half-time. but an fa spokesman told bbc sport:  we are not taking action over mourinho.  we have looked at the comments and we have decided that no further action is required. that is the end of it.  mourinho was concerned that ferguson s conversation with barry was followed by an inconsistent display by the official.  i see one referee in the first half and another in the second   said mourinho.  if the fa ask me what happened  i will tell them. what i saw and felt made it easier to understand a few things.   maybe when i turn 60 and have been managing in the same league for 20 years and have the respect of everybody i will have the power to speak to people and make them tremble a little bit.  the referee controlled the game in one way during the first half but in the second they had dozens of free-kicks. it was fault after fault  dive after dive.  but i know the referee did not walk to the dressing rooms alone at half-time. he should only have had his two assistants and the fourth official with him  but there was also someone else.  referees chief keith hackett believes mourinho should retract his comments about ferguson and barry as he believes the blues boss has questioned their integrity.  i m hoping he might reconsider his comments  unfortunately this is the nature of the game   said hackett.  i don t want referees or myself getting in the psychological warfare between two managers. for the second leg we have an experienced referee  and we should be talking about the quality of that game rather than the refereeing.  sometimes managers have grounds for comments  and i note that  but a referees integrity has been questioned  that is offensive and should be avoided. mr mourinho should look at the facts.  mourinho added that the match was entertaining for a goalless draw and insisted his team could still reach the final.  it s 0-0  so if we win we go through and if we get a draw we go to extra time   he said.  we have exactly the same chance we had before this game.  we are confident of getting a result but we know what manchester united is  a footballing power. it ll be difficult for us  but also for them.,mourinho escap fa charg chelsea bos jose mourinho face footbal associ action comment make carl cup tie manchest unit mourinho intim unit bos sir alex ferguson influenc refere neal barri duo walk tunnel togeth halftim fa spokesman told bbc sport take action mourinho look comment decid action requir end mourinho concern ferguson convers barri follow inconsist display offici see one refere first half anoth second say mourinho fa ask happen tell saw felt make easy understand thing mayb turn manag leagu year respect everybodi power speak peopl make trembl littl bit refere control game one way first half second dozen freekick fault fault dive dive know refere walk dress room alon halftim two assist fourth offici also someon el refere chief keith hackett believ mourinho retract comment ferguson barri believ blue bos question integr hope might reconsid comment unfortun natur game say hackett want refere get psycholog warfar two manag second leg experienc refere talk qualiti game rather refere sometim manag ground comment note refere integr question offens avoid mr mourinho look fact mourinho ad match entertain goalless draw insist team could still reach final win go get draw go extra time say exactli chanc game confid get result know manchest unit footbal power difficult u also
50,634,gallery unveils interactive tree a christmas tree that can receive text messages has been unveiled at london s tate britain art gallery.  the spruce has an antenna which can receive bluetooth texts sent by visitors to the tate. the messages will be  unwrapped  by sculptor richard wentworth  who is responsible for decorating the tree with broken plates and light bulbs. it is the 17th year that the gallery has invited an artist to dress their christmas tree. artists who have decorated the tate tree in previous years include tracey emin in 2002.  the plain green norway spruce is displayed in the gallery s foyer. its light bulb adornments are dimmed  ordinary domestic ones joined together with string. the plates decorating the branches will be auctioned off for the children s charity artworks. wentworth worked as an assistant to sculptor henry moore in the late 1960s. his reputation as a sculptor grew in the 1980s  while he has been one of the most influential teachers during the last two decades. wentworth is also known for his photography of mundane  everyday subjects such as a cigarette packet jammed under the wonky leg of a table.,galleri unveil interact tree christma tree receiv text messag unveil london tate britain art galleri spruce antenna receiv bluetooth text sent visitor tate messag unwrap sculptor richard wentworth respons decor tree broken plate light bulb th year galleri invit artist dress christma tree artist decor tate tree previou year includ tracey emin plain green norway spruce display galleri foyer light bulb adorn dim ordinari domest one join togeth string plate decor branch auction child chariti artwork wentworth work assist sculptor henri moor late s reput sculptor grow s one influenti teacher last two decad wentworth also know photographi mundan everyday subject cigarett packet jam wonki leg tabl
51,1466,parties  plans for council tax anger at council tax rises spilled over into mass protests in 2003  when the average english bill rose 12.9%.  pensioners  protests spread - some marched  others simply refused to pay the increase. some  such as 83-year-old elizabeth winkfield  said they would rather go to jail. the audit commission found the whole local government finance system was  fundamentally flawed  and all three of the main parties have said the system has to change.  labour says it wants to retain the property-based tax but reform it to make it fairer and says there is scope for councils to become more efficient. they say they are already helping pensioners with council tax bills  with a £100 lump sum for the over-70s and last year the government capped some local councils  budgets to keep demands down. deputy prime minister john prescott has said the current system is not sustainable in the long term and said there would be  radical reform . the party says this year s increases will be the lowest in a decade. a report last year looked at increasing the number of council tax bands and other forms of local taxation  such as reformed business rates  although no decisions have been made. an independent inquiry into its findings  the lyons review  is due to report back at the end of 2005.  the tories have promised a reduction on bills for pensioners  who they say have been hardest hit by year-on-year increases in council tax. they say they can save £4bn on  government waste   of which £1.3bn could be used to cut pensioners  bills by an average of £340. it would not be means tested  say the tories  because that would create more bureaucracy and could discourage people from saving for their retirement. instead households where council tax payers are over 65 would get a rebate covering half their bill  up to a maximum of £500. the tories also say they are suspicious about any proposals to revalue homes - currently graded according to their value in 1991 - because they believe seven million of homes could move up a band.  the liberal democrats want to do away with the council tax altogether and switch to a local income tax of the kind seen in the usa  norway and switzerland. the rate would be set locally  but administered by the inland revenue which they say would save at least £300m. they say the council tax is the most unpopular and most unfair tax in britain  because it puts a  ceiling  on what the richest pay. the party says it would aim for a £5 000 tax-free personal allowance  or a £7 000 allowance for the over-65s. after that income would be taxed up to £100 000. the lib dems say their plan is fairer  more efficient  has already been tested abroad and offers more accountability.,parti plan council tax anger council tax rise spill mass protest averag english bill rise pension protest spread march other simpli refus pay increas yearold elizabeth winkfield say would rather go jail audit commiss found whole local govern financ system fundament flaw three main parti say system chang labour say want retain propertybas tax reform make fairer say scope council becom effici say alreadi help pension council tax bill £ lump sum over last year govern cap local council budget keep demand deputi prime minist john prescott say current system sustain long term say would radic reform parti say year increas low decad report last year look increas number council tax band form local taxat reform busi rate although decis make independ inquiri find lyon review due report back end torus promis reduct bill pension say hardest hit yearonyear increas council tax say save £bn govern wast £bn could use cut pension bill averag £ would mean test say torus would creat bureaucraci could discourag peopl save retir instead household council tax payer would get rebat cover half bill maximum £ torus also say suspici propos revalu home current grade accord valu believ seven million home could move band liber democrat want away council tax altogeth switch local incom tax kind see usa norway switzerland rate would set local administ inland revenu say would save least £m say council tax unpopular unfair tax britain put ceil richest pay parti say would aim £ taxfre person allow £ allow over incom would tax £ lib dem say plan fairer effici alreadi test abroad offer account
52,1194,gadget market  to grow in 2005  the explosion in consumer technology is to continue into 2005  delegates at the world s largest gadget show  in las vegas  have been told.  the number of gadgets in the shops is predicted to grow by 11%  while devices which talk to each other will become increasingly important.  everything is going digital   kirsten pfeifer from the consumer electronics association  told the bbc news website. the consumer electronics show (ces) featured the pick of 2005 s products.  consumers are controlling what they want and technologies like hdtvs [high-definition tvs]  digital radio  and digital cameras will remain strong in 2005.  all the products on show really showed the breadth and depth of the industry.  despite showing diversity  some delegates attending complained that the showcase lacked as much  wow factor  as in previous years.  the portable technologies on show also reflected one of the buzzwords of ces  which was the  time and place shifting  of multimedia content - being able to watch and listen to video and music anywhere  at any time. at the start of last year s ces  the cea predicted there would be an average growth of 4% in 2004. that figure was surpassed with the rise in popularity of portable digital music players  personal video recorders and digital cameras. it was clear also that gadgets are becoming a lot more about lifestyle choice  with fashion and personalisation becoming increasingly key to the way gadgets are designed. part of this has been the rise in spending power of the  generation x-ers  who have grown up with technology and who now have the spending power and desire for more devices that suit them. more than 57% of the consumer electronics market is made up of female buyers  according to cea research. hybrid devices  which combine a number of multimedia functions  were also in evidence on the show floor.  a lot of this is driven by just the ability to do it   said stephen baker  a consumer electronics analyst with retail research firm npd group.  some of these functions cost next to nothing to add.   as well as the show floor showcasing everything from tiny wearable mp3 players to giant high-definition tvs  several keynote speeches were made by industry leaders  such as microsoft chief bill gates. despite several embarrassing technical glitches during mr gate s pre-show speech  he announced several new partnerships - mainly for the us market. he unveiled new ways of letting people take tv shows recorded on personal video recorders and watch them back on portable devices. he disappointed some  however  by failing to announce any details of the next generation of the xbox games console. another disappointment was the lack of exposure sony s new portable games device  the psp  had at the show. sony said the much-anticipated gadget would most likely start shipping in march for the us and europe. it went on sale in japan before christmas. there were only two psps embedded in glass cabinets at the show though and no representatives to discuss further details. a sony representative told the bbc news website this was because sony did not consider it to be part of their  consumer technology  offering.  elsewhere at the show  there was a plethora of colour and plasma screens  including samsung s 102-inch (2.6 metre) plasma - the largest in the world. industry experts were also excited about high-definition technologies coming to the fore in 2005  with new formats for dvds coming out which will hold six times as much data as conventional dvds. with so many devices on the move there were a lot of products on show offering external storage  like seagate s 5gb pocket sized external hard drive  which won an innovation for engineering and design prize. more than 120 000 trade professionals attended ces in las vegas  which officially ran from 6 to 9 january.,gadget market grow explos consum technolog continu deleg world large gadget show la vega told number gadget shop predict grow devic talk becom increasingli import everyth go digit kirsten pfeifer consum electron associ told bbc news websit consum electron show ce featur pick product consum control want technolog like hdtv highdefinit tv digit radio digit camera remain strong product show realli show breadth depth industri despit show diver deleg attend complain showcas lack much wow factor previou year portabl technolog show also reflect one buzzword ce time place shift multimedia content abl watch listen video music anywher time start last year ce cea predict would averag growth figur surpass rise popular portabl digit music player person video record digit camera clear also gadget becom lot lifestyl choic fashion personalis becom increasingli key way gadget design part rise spend power gener xer grown technolog spend power desir devic suit consum electron market make femal buyer accord cea research hybrid devic combin number multimedia function also evid show floor lot driven abil say stephen baker consum electron analyst retail research firm npd group function cost next noth add well show floor showcas everyth tini wearabl mp player giant highdefinit tv sever keynot speech make industri leader microsoft chief bill gate despit sever embarrass technic glitch mr gate preshow speech announc sever new partnership mainli u market unveil new way let peopl take tv show record person video record watch back portabl devic disappoint howev fail announc detail next gener xbox game consol anoth disappoint lack exposur soni new portabl game devic psp show soni say muchanticip gadget would like start ship march u europ go sale japan christma two psp embed glass cabinet show though repres discus detail soni repres told bbc news websit soni consid part consum technolog offer elsewher show plethora colour plasma screen includ samsung inch metr plasma large world industri expert also excit highdefinit technolog come fore new format dvd come hold six time much data convent dvd mani devic move lot product show offer extern storag like seagat gb pocket size extern hard drive innov engin design prize trade profession attend ce la vega offici ran januari
53,2204,profile: david miliband david miliband s rapid rise through the ranks of government continues with his promotion to cabinet office minister.  elected in a safe labour seat in 2001 his previous job was school standards minister - a role he won in may 2002. prior to the last election he was a key figure in new labour as the head of the downing street policy unit where he was a key member of the manifesto writing team. seen as one of the more intellectual figures in the government  he was also working for tony blair in his policy unit when he was leader of the opposition.  a brief glance at mr miliband s family background reveals an impressive socialist pedigree in the form of his father ralph  who died in 1994. he was an eminent and influential leftwing academic. and while david miliband is seen as a key blair lieutenant his brother ed is a special advisor to chancellor gordon brown. prior to working for mr blair  david miliband spent time at the left-leaning institute for public policy research. he then became secretary of the commission on social justice. the 39-year-old was educated at haverstock comprehensive before going on to oxford to study politics  philosophy and economics. he also took an msc in political science from the massachusetts institute of technology.,profil david miliband david miliband rapid rise rank govern continu promot cabinet offic minist elect safe labour seat previou job school standard minist role may prior last elect key figur new labour head down street polici unit key member manifesto write team see one intellectu figur govern also work toni blair polici unit leader opposit brief glanc mr miliband famili background reveal impress socialist pedigre form father ralph die emin influenti leftw academ david miliband see key blair lieuten brother ed special advisor chancellor gordon brown prior work mr blair david miliband spent time leftlean institut public polici research becam secretari commiss social justic yearold educ haverstock comprehens go oxford studi polit philosophi econom also take msc polit scienc massachusett institut technolog
54,645,rings of steel combat net attacks gambling is hugely popular  especially with tech-savvy criminals.  many extortionists are targeting net-based betting firms and threatening to cripple their websites with deluges of data unless a ransom is paid. but now deep defences are being put in place by some of the uk s biggest net firms to stop these attacks. increasing numbers of attacks and the huge amounts of data being used to try to bump a site off the web are prompting firms to adopt the measures.  net firms are realising that it s not just about anti-virus and firewalls   said paul king  chief security architect at cisco.  there are more things that can be done in the network to protect data centres.  mr king said the only way to properly combat these so-called distributed denial-of-service attacks was with intelligent net-based systems. many of the gambling sites suffering ddos attacks are in offshore data and hosting centres  so any large scale data flood could knock out access to many more sites than just the one the criminals were targeting  said mr king. this overspill effect was only likely to grow as attacks grow in size and scale.  malcolm seagrave  security expert at energis  said the most common types of attacks hit sites with 10 megabytes of data over short periods of time. bigger attacks sending down 200 megabytes of traffic or more were rarely seen  he said.  it does feel like they are turning the dial because you see this traffic gradually growing   he said.  so far there have been no attacks involving gigabytes of data  said mr seagrave. however  he added that it was only a matter of time before such large attacks were mounted. maria capella  spokeswoman for net provider pipex  said that when ddos attacks were at their height  customers were getting hit every four to five days. the defences being put in place constantly monitor the streams of data flowing across networks and pluck out the traffic destined for target sites.  it s about understanding what s genuine traffic and keeping attack traffic from going to the site   she said.  we study the profile of their traffic and as soon as we see an anomaly in the profile that s when we start to get the backbone engineering boys to see if we are going to sustain an attack   said ms capella. this traffic can be hard to spot because ddos attacks typically use thousands of computers in many different countries  each participating machine only sends a small part of the entire data flood.  typically these computers have been infected by a virus or worm which reports its success and the net address of compromised machines back to the malicious hacker or hi-tech criminal that set off the virus. hijacked computers are known as zombies or  bots and collections of them are called  bot nets. many spammers rent out  bot nets to help them anonymously send junk mail.  most of the zombies are based outside the country that hosts the target site so getting the attacking pcs shut off can be difficult. often pipex and other net suppliers do get advance notice that an attack is about to happen.  the serious players tend to precede an attack with some kind of ransom e-mail   said ms capella.  we ask  as part of the service we provide  that customers notify us of anything they have in advance that would give us forewarning.  once an attack is spotted dedicated net hardware takes over to remove the attack traffic and ensure that sites stay up. energis took a similar approach  said mr seagrave.  we have technology out there that allows us to detect attacks in minutes rather than let network engineers spend hours pulling the information together   said mr seagrave. also net firms were starting to work more closely together on the problem of ddos attacks and pool information about where they are coming from. information gathered on attacks and where they originated has led to some arrests. he said energis also did its own intelligence work to get in insight into which sites criminal gangs plan to target.  we have people in places where they shouldn t be  monitoring tech sites   he said. sometimes though  he said  spotting the next victim was easy.  you can see them going alphabetically through the list with the gambling sites  trying one after another   said mr seagrave.,ring steel combat net attack gambl huge popular especi techsavvi crimin mani extortionist target netbas bet firm threaten crippl websit delug data unless ransom paid deep defenc put place uk big net firm stop attack increas number attack huge amount data use tri bump site web prompt firm adopt measur net firm realis antiviru firewal say paul king chief secur architect cisco thing do network protect data centr mr king say way properli combat socal distribut denialofservic attack intellig netbas system mani gambl site suffer ddo attack offshor data host centr larg scale data flood could knock access mani site one crimin target say mr king overspil effect like grow attack grow size scale malcolm seagrav secur expert energi say common type attack hit site megabyt data short period time big attack send megabyt traffic rare see say feel like turn dial see traffic gradual grow say far attack involv gigabyt data say mr seagrav howev ad matter time larg attack mount maria capella spokeswoman net provid pipex say ddo attack height custom get hit everi four five day defenc put place constantli monitor stream data flow across network pluck traffic destin target site understand genuin traffic keep attack traffic go site say studi profil traffic soon see anomali profil start get backbon engin boy see go sustain attack say m capella traffic hard spot ddo attack typic use thousand comput mani differ countri particip machin send small part entir data flood typic comput infect viru worm report success net address compromis machin back malici hacker hitech crimin set viru hijack comput know zombi bot collect call bot net mani spammer rent bot net help anonym send junk mail zombi base outsid countri host target site get attack pc shut difficult often pipex net supplier get advanc notic attack happen seriou player tend preced attack kind ransom email say m capella ask part servic provid custom notifi u anyth advanc would give u forewarn attack spot dedic net hardwar take remov attack traffic ensur site stay energi take similar approach say mr seagrav technolog allow u detect attack minut rather let network engin spend hour pull inform togeth say mr seagrav also net firm start work close togeth problem ddo attack pool inform come inform gather attack origin lead arrest say energi also intellig work get insight site crimin gang plan target peopl place monitor tech site say sometim though say spot next victim easi see go alphabet list gambl site tri one anoth say mr seagrav
55,1127,stuart joins norwich from addicks norwich have signed charlton midfielder graham stuart until the end of the season for an undisclosed fee.   it was a very easy decision to make   the 34-year-old told norwich s website.  the attraction for me was to continue to play in the premiership.  canaries boss nigel worthington added:  i m delighted that graham will be joining us until the end of the season.  he s gives us a wealth of experience. hopefully  he can be part of keeping us in the premier league.  stuart has extensive top-flight experience with everton  chelsea and charlton and can play across the midfield positions. he joins norwich with the norfolk club second-from-bottom in the premiership  but stuart is confident that the carrow road outfit have a bright future.  i ve been very impressed with the facilities here. it s obviously a very well run football club with excellent facilities and i ve always enjoyed playing at carrow road   he added.  it s a nice compact ground with a good atmosphere and hopefully i can help give the fans something else to cheer.   stuart  a former england under-21 international  made 110 appearances for chelsea  scoring 18 goals  before joining everton. he won the fa cup with the toffees in 1995 and remains a hero at goodison park after his 81st-minute winner against wimbledon saved everton from relegation in 1994. stuart spent just over four years at goodison park  making 125 senior appearances and scoring 25 goals  before signing for sheffield united - where he scored 12 goals in 68 appearances. after signing for charlton he made 164 appearances  scoring 23 times  but recently he has been battling a back problem and had not played for the londoners for three months before heading to norwich.,stuart join norwich addick norwich sign charlton midfield graham stuart end season undisclos fee easi decis make yearold told norwich websit attract continu play premiership canari bos nigel worthington ad delight graham join u end season give u wealth experi hope part keep u premier leagu stuart extens topflight experi everton chelsea charlton play across midfield posit join norwich norfolk club secondfrombottom premiership stuart confid carrow road outfit bright futur impress facil obvious well run footbal club excel facil alway enjoy play carrow road ad nice compact ground good atmospher hope help give fan someth el cheer stuart former england under intern make appear chelsea score goal join everton fa cup toffe remain hero goodison park stminut winner wimbledon save everton releg stuart spent four year goodison park make senior appear score goal sign sheffield unit score goal appear sign charlton make appear score time recent battl back problem play london three month head norwich
56,1999,cannabis hopes for drug firm a prescription cannabis drug made by uk biotech firm gw pharmaceuticals is set to be approved in canada.  the drug is used to treat the central nervous system and alleviate the symptoms of multiple sclerosis (ms). a few weeks ago  shares in gw pharma lost a third of their value after uk regulators said they wanted more evidence about the drug s benefits. but now canadian authorities have said the sativex drug will be considered for approval.  approximately 50 000 people in canada have been diagnosed with ms and 85 000 people are suffering from the condition in the uk. many patients already smoke cannabis to relieve their symptoms.  now  gw pharma s sativex mouth spray could be legally available to ms sufferers in canada within the next few months. this will be the first time a cannabis-based drug has been approved anywhere in the world  representing a landmark for gw pharma and for patients with ms. final approval in canada should now be little more than a formality  analysts said  and the company expects full approval for sativex early in 2005.  we are delighted to receive this qualifying notice from health canada and look forward to receiving regulatory approval for sativex in canada in the early part of 2005   said gw pharma executive chairman dr geoffrey guy.  the uk government granted gw pharma a licence to grow the cannabis plant for medical research purposes. satifex consists of a cannabis extract containing tetrahydrocannabinol and cannabidiol  a cocktail that has also proved effective in treating patients with arthritis. thousands of plants are grown at a secret location somewhere in the english countryside. despite hopes of regulatory approval last year  a series of delays has put back sativex s launch in the uk. the latest news sent shares in gw pharma up 8.5p  or 8.1%  to 113.5p.,cannabi hope drug firm prescript cannabi drug make uk biotech firm gw pharmaceut set approv canada drug use treat central nervou system allevi symptom multipl sclerosi m week ago share gw pharma lose third valu uk regul say want evid drug benefit canadian author say sativex drug consid approv approxim peopl canada diagnos m peopl suffer condit uk mani patient alreadi smoke cannabi reliev symptom gw pharma sativex mouth spray could legal avail m suffer canada within next month first time cannabisbas drug approv anywher world repres landmark gw pharma patient m final approv canada littl formal analyst say compani expect full approv sativex earli delight receiv qualifi notic health canada look forward receiv regulatori approv sativex canada earli part say gw pharma execut chairman dr geoffrey guy uk govern grant gw pharma licenc grow cannabi plant medic research purpos satifex consist cannabi extract contain tetrahydrocannabinol cannabidiol cocktail also prove effect treat patient arthriti thousand plant grown secret locat somewher english countrysid despit hope regulatori approv last year seri delay put back sativex launch uk late news sent share gw pharma p p
57,1557,reboot ordered for eu patent law a european parliament committee has ordered a rewrite of the proposals for controversial new european union rules which govern computer-based inventions.  the legal affairs committee (juri) said the commission should re-submit the computer implemented inventions directive after meps failed to back it. it has had vocal critics who say it could favour large over small firms and impact open-source software innovation. supporters say it would let firms protect their inventions. the directive is intended to offer patent protection to inventions that use software to achieve their effect  in other words   computer implemented invention . the draft law suffered setbacks when poland  one of the largest eu member states  rejected its adoption twice in two months. intense lobbying on the issue has started to gain momentum in some national parliaments putting them under immense pressure. only two meps backed the draft law at the juri meeting  with one voting to abstain.  opponents of the draft directive welcomed the decision and said a new first reading of the proposals would give the eu a chance to have fuller debates about its implications in all member states. in the us  the patenting of computer programs and internet business methods is permitted. this means that the us-based amazon.com holds a patent for its  one-click shopping  service  for example. critics are concerned that the directive could lead to a similar model happening in europe. this  they fear  could hurt small software developers because they do not have the legal and financial might of larger companies if they had to fight patent legal action in court. supporters say current laws are inefficient and it would serve to even up a playing field without bringing eu laws in line with the us.,reboot order eu patent law european parliament committe order rewrit propos controversi new european union rule govern computerbas invent legal affair committe juri say commiss resubmit comput implement invent direct mep fail back vocal critic say could favour larg small firm impact opensourc softwar innov support say would let firm protect invent direct intend offer patent protect invent use softwar achiev effect word comput implement invent draft law suffer setback poland one large eu member state reject adopt twice two month intens lobbi issu start gain momentum nation parliament put immens pressur two mep back draft law juri meet one vote abstain oppon draft direct welcom decis say new first read propos would give eu chanc fuller debat implic member state u patent comput program internet busi method permit mean usbas amazoncom hold patent oneclick shop servic exampl critic concern direct could lead similar model happen europ fear could hurt small softwar develop legal financi might large compani fight patent legal action court support say current law ineffici would serv even play field without bring eu law line u
58,1072,tories plan migrant health checks non-european union citizens wanting to work in the uk will have to undergo tests for tuberculosis and hiv  under plans unveiled by the conservatives.  a positive test for tb would mean visa applications being turned down  while hiv would be dealt with case by case. leader michael howard said the checks on new arrivals would help protect public health and the nhs. labour said many tests were already done. the lib dems warned both parties against  pandering to prejudice .  the proposals  which would be brought in if the conservatives won the general election  would not apply to people coming to the uk for less than six months unless they intended to work in health or childcare or teaching. mr howard said the plans were based on policies already in action in canada  new zealand and australia.  it s very important that we should safeguard the good standards of public health that britain enjoys   he told bbc radio 4 s today programme. government figures suggest tb in england has increased by 25% over the past 10 years.  nearly two thirds of people with tb are born abroad   said mr howard.   i don t think a responsible government can stand aside and do nothing in the face of this problem.  but mr howard said the plans would not affect asylum applicants  claims. the proposals include:  - people coming to the uk from outside the eu for between six and 12 months from a  high incidence tb country  will have to undergo a chest x-ray.   - people coming to settle in the uk permanently from outside the eu will have to  demonstrate they have an acceptable standard of health .   - they will also have to show they are unlikely to be a danger to public health and are unlikely to  impose significant costs or demands  on the nhs.   - the tests will include a health check  chest x-rays for tb (except for children and pregnant women) and tests for hepatitis and hiv for over 16-year-olds. only the discovery of tb will mean people will be automatically denied a visa  other conditions will be dealt with on a  case by case basis .  there is already some screening in place. last year 185 000 people were tested for tb at heathrow and gatwick airports  only about 200 were found to be infected. and dr john moore-gillon  of the british lung foundation  said:  tb is not simply imported  we are seeing a rise in many sections of the uk-born population as well.  the government says the tories are  a bit late  to the issue. immigration minister des browne quoted its five-year plan for immigration and asylum  as saying:  we are implementing our existing powers by targeted health screening for tb in high-risk areas at the entry clearance stage.  those who are diagnosed would then need to seek treatment at home before being allowed to enter the uk.  meanwhile mark oaten  liberal democrat home affairs spokesman  said:  this is another worrying step in the war of words over asylum and immigration between labour and the conservatives.  michael howard knows perfectly well what bigger game he is playing  and history proves it is a very dangerous one.  lisa power  head of policy at aids charity the terrence higgins trust said the policy was prejudice-based rather than evidence-based.  in fact  it would be more likely to drive people with health conditions to falsify tests while others gain entry by simple dint of their eu status   she said.,torus plan migrant health check noneuropean union citizen want work uk undergo test tuberculosi hiv plan unveil conserv posit test tb would mean visa applic turn hiv would dealt case case leader michael howard say check new arriv would help protect public health nh labour say mani test alreadi do lib dem warn parti pander prejudic propos would brought conserv gener elect would appli peopl come uk less six month unless intend work health childcar teach mr howard say plan base polici alreadi action canada new zealand australia import safeguard good standard public health britain enjoy told bbc radio today programm govern figur suggest tb england increas past year nearli two third peopl tb born abroad say mr howard think respons govern stand asid noth face problem mr howard say plan would affect asylum applic claim propos includ peopl come uk outsid eu six month high incid tb countri undergo chest xray peopl come settl uk perman outsid eu demonstr accept standard health also show unlik danger public health unlik impos signific cost demand nh test includ health check chest xray tb except child pregnant woman test hepat hiv yearold discoveri tb mean peopl automat deni visa condit dealt case case basi alreadi screen place last year peopl test tb heathrow gatwick airport found infect dr john mooregillon british lung foundat say tb simpli import see rise mani section ukborn popul well govern say torus bit late issu immigr minist de brown quot fiveyear plan immigr asylum say implement exist power target health screen tb highrisk area entri clearanc stage diagnos would need seek treatment home allow enter uk meanwhil mark oaten liber democrat home affair spokesman say anoth worri step war word asylum immigr labour conserv michael howard know perfectli well big game play histori prove danger one lisa power head polici aid chariti terrenc higgin trust say polici prejudicebas rather evidencebas fact would like drive peopl health condit falsifi test other gain entri simpl dint eu statu say
59,70,indonesia  declines debt freeze  indonesia no longer needs the debt freeze offered by the paris club group of creditors  economics minister aburizal bakrie has reportedly said.  indonesia  which originally accepted the debt moratorium offer  owes the paris club about $48bn (£25.5bn). mr bakrie told the bisnis indonesia newspaper that a $1.7bn donors  aid package meant that the debt moratorium was unnecessary. this aid comes on top of a previously-pledged $3.4bn package. most of this  normal aid  would be used to finance the country s budget deficit. the indonesian economics minister explained that the money - $1.2bn in grants and $500m in soft loans - was for the rebuilding of aceh province  which was badly hit by the tsunami of 26 december. nevertheless  one of mr bakrie s deputies  mahendra siregar  told afp news agency that indonesia was still considering the offer by the paris club of rich creditor nations to temporarily suspend its debt payments.  what is true is that we are still discussing... the paris club decision to find out more details such as how much of our debt will be subject to a moratorium. that s how far we are at this stage   said mr siregar.  the 19 member countries of the paris club are owed about $5bn this year in debt repayments by nations affected by the indian ocean tsunami. indonesia  sri lanka and the seychelles accepted the paris club offer  which was criticised by some aid groups as being too little. thailand and india have however declined the offer  with thailand prefering to keep up with its payments while india said it would prefer to rely on its own resources rather than on international aid. putting off payments may lower a country s rating among financial organisations  making it more expensive and more difficult for them to borrow money in the future  analysts said. separately  the indonesian government has said it will announce monthly how much it has received in foreign donations and how it has spent the money. welfare minister alwi shihab told ap news agency that this announcement should allay suspicion of official corruption in relief operations.,indonesia declin debt freez indonesia longer need debt freez offer pari club group creditor econom minist aburiz bakri reportedli say indonesia origin accept debt moratorium offer owe pari club bn £bn mr bakri told bisni indonesia newspap bn donor aid packag meant debt moratorium unnecessari aid come top previouslypledg bn packag normal aid would use financ countri budget deficit indonesian econom minist explain money bn grant m soft loan rebuild aceh provinc badli hit tsunami decemb nevertheless one mr bakri deputi mahendra siregar told afp news agenc indonesia still consid offer pari club rich creditor nation temporarili suspend debt payment true still discus pari club decis find detail much debt subject moratorium far stage say mr siregar member countri pari club owe bn year debt repay nation affect indian ocean tsunami indonesia sri lanka seychel accept pari club offer criticis aid group littl thailand india howev declin offer thailand prefer keep payment india say would prefer reli resourc rather intern aid put payment may low countri rate among financi organis make expens difficult borrow money futur analyst say separ indonesian govern say announc monthli much receiv foreign donat spent money welfar minist alwi shihab told ap news agenc announc allay suspicion offici corrupt relief oper
